sentence_id,sentence,aspect,polarity,from,to
2014_3426,"The staff was very attentive, the ambience lovely, and the food superb.",food,positive,59,63
2014_3427,"I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.",ingrediants,positive,52,63
2014_3427,"I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.",cuisine,positive,84,91
2014_3427,"I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.",food,positive,74,78
2014_3428,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,Pizza,positive,4,9
2014_3428,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,wine,positive,14,18
2014_3428,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,service,positive,38,45
2014_3428,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,backyard dining area,positive,91,111
2014_3430,"The waiters are sweet, the food is tasty and the bill is never too large.",waiters,positive,4,11
2014_3430,"The waiters are sweet, the food is tasty and the bill is never too large.",food,positive,27,31
2014_3430,"The waiters are sweet, the food is tasty and the bill is never too large.",bill,positive,49,53
2014_3432,"The service was superb, they treat you like family.",service,positive,4,11
2014_3433,"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",menu,positive,23,27
2014_3433,"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",food,positive,100,104
2014_3434,"It only took about five or so minutes to get an empty table, but standing up wasn't too bad.",table,positive,54,59
2014_3435,"The menu may be small, but everything on it is delicious.",menu,negative,4,8
2014_3437,They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.,rice,negative,66,70
2014_3437,They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.,RICE,negative,110,114
2014_3441,"- for dessert we split chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced.",chocolate cake,conflict,23,37
2014_3441,"- for dessert we split chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced.",vanilla gelato (with espresso),conflict,42,72
2014_3441,"- for dessert we split chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced.",dessert,conflict,6,13
2014_3443,"Warm, comfortable surroundings, nice appointments (witness the etched glass and brickwork separating the dining rooms).",surroundings,positive,18,30
2014_3443,"Warm, comfortable surroundings, nice appointments (witness the etched glass and brickwork separating the dining rooms).",dining rooms,neutral,105,117
2014_3444,We ran a little late for the reservation but it wasn't a problem to get our table immediately.,reservation,neutral,29,40
2014_3444,We ran a little late for the reservation but it wasn't a problem to get our table immediately.,table,positive,76,81
2014_3446,We arrived on time for our reservation and seated promptly.The,reservation,positive,27,38
2014_3448,"I would definitely go back for a very special occasion, but not for regular fine dining.",dining,neutral,81,87
2014_3449,"The well mannered, pleasant staff that Tony has in his employ.",staff,positive,28,33
2014_3450,The flavors robust and subtle.,flavors,positive,4,11
2014_3452,"All I can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best.",oysters,positive,73,80
2014_3452,"All I can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best.",quality,positive,117,124
2014_3453,"I would never wait for a table to eat, it just is not THAT great.",table,neutral,25,30
2014_3454,"We concluded with tiramisu chocolate cake, both were delicious.",tiramisu chocolate cake,positive,18,41
2014_3455,The counter service is bad.,counter service,negative,4,19
2014_3457,"Service here was great, food was fantastic.",Service,positive,0,7
2014_3457,"Service here was great, food was fantastic.",food,positive,24,28
2014_3459,"This is such a lovely, peaceful place to eat outside.",place,positive,32,37
2014_3462,The sauce is delicious and the crust is perfect.,sauce,positive,4,9
2014_3462,The sauce is delicious and the crust is perfect.,crust,positive,31,36
2014_3464,Since my first dinner I have had the chance to have brunch at Orsay 3x.,dinner,neutral,15,21
2014_3464,Since my first dinner I have had the chance to have brunch at Orsay 3x.,brunch,neutral,52,58
2014_3465,"You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY.",decore,negative,27,33
2014_3465,"You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY.",food,neutral,43,47
2014_3466,They have some great entrees here as well.,entrees,positive,21,28
2014_3468,The service is not consistently excellent -- just decent.,service,neutral,4,11
2014_3469,"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",food,positive,4,8
2014_3469,"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",served,neutral,10,16
2014_3469,"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",portions,positive,34,42
2014_3469,"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",dish,positive,81,85
2014_3471,"They do cater to American palates, but if you like it hot let them know and they are more than willing to oblige!",cater,positive,8,13
2014_3473,I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.,mango chicken,positive,10,23
2014_3473,I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.,presentation,positive,85,97
2014_3474,I care more about the food and ambience.,food,neutral,22,26
2014_3474,I care more about the food and ambience.,ambience,neutral,31,39
2014_3475,"Oh, but wait, we were out of drinks (which were also delightfully overpriced).",drinks,negative,29,35
2014_3478,The service is fantastic.,service,positive,4,11
2014_3480,The garlic mashed potatoes are hands down the best in the city!,garlic mashed potatoes,positive,4,26
2014_3481,Food and service was okay.,Food,neutral,0,4
2014_3481,Food and service was okay.,service,neutral,9,16
2014_3483,The lamb meat was under-cooked and EXTRMELY CHEWY.,lamb meat,negative,4,13
2014_3484,The best pad thai i've ever had.,pad thai,positive,9,17
2014_3485,"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",food quality,negative,15,27
2014_3485,"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",service,negative,107,114
2014_3486,Great pizza and fantastic service.,pizza,positive,6,11
2014_3486,Great pizza and fantastic service.,service,positive,26,33
2014_3487,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,waiter,negative,31,37
2014_3487,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,red wine,neutral,46,54
2014_3487,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,hot tea,neutral,59,66
2014_3487,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,outside,neutral,15,22
2014_3488,i would just ask for no oil next time.,oil,negative,24,27
2014_3489,"While this is a pretty place in that overly cute French way, the food was insultingly horrible.",place,positive,23,28
2014_3489,"While this is a pretty place in that overly cute French way, the food was insultingly horrible.",food,negative,65,69
