sentence_id,sentence,aspect,from,to,polarity
2016_2460,Its great if you spent the day there and didn't want to drive to eat.,[ASPECT],0,0,positive
2016_2461,"Parking is reasonably good, they have their own lot and you can park in the park nearby.",[ASPECT],0,0,positive
2016_2462,Another plus is the open feel of the restaurant with glass walls on all sides.,feel,25,29,positive
2016_2462,Another plus is the open feel of the restaurant with glass walls on all sides.,glass walls,53,64,positive
2016_2464,Always good.,[ASPECT],0,0,positive
2016_2466,6pm on a Sat before a Broadway play and we were quickly seated and served.,[ASPECT],0,0,positive
2016_2467,Amazing Spanish Mackeral special appetizer and perfect box sushi (that eel with avodcao -- um um um).,Spanish Mackeral special appetizer,8,42,positive
2016_2467,Amazing Spanish Mackeral special appetizer and perfect box sushi (that eel with avodcao -- um um um).,box sushi,55,64,positive
2016_2467,Amazing Spanish Mackeral special appetizer and perfect box sushi (that eel with avodcao -- um um um).,eel with avodcao,71,87,positive
2016_2468,"As usual the omikase didn't disappoint in freshness, although it scored low on creativity and selection.",omikase,13,20,positive
2016_2468,"As usual the omikase didn't disappoint in freshness, although it scored low on creativity and selection.",omikase,13,20,negative
2016_2469,"Their specialty rolls are impressive, though I can't remember what we had.",specialty rolls,6,21,positive
2016_2470,Great selection of sakes.,selection of sakes,6,24,positive
2016_2471,Green tea creme brulee gets better each time I have it.,Green tea creme brulee,0,22,positive
2016_2472,It isn't the cheapest sushi but has been worth it every time.,sushi,22,27,neutral
2016_2472,It isn't the cheapest sushi but has been worth it every time.,sushi,22,27,positive
2016_2473,Very poor customer service.,customer service,10,26,negative
2016_2474,"– Schooner or Later's charming location along the marina in Long Beach and average food does not, unfortunately, compensate for its very poor customer service.",location along the marina in Long Beach,31,70,positive
2016_2474,"– Schooner or Later's charming location along the marina in Long Beach and average food does not, unfortunately, compensate for its very poor customer service.",food,83,87,neutral
2016_2474,"– Schooner or Later's charming location along the marina in Long Beach and average food does not, unfortunately, compensate for its very poor customer service.",customer service,142,158,negative
2016_2475,"While this diner had reasonably good food, the restaurant staff seemed completely indifferent to our presence, and this attitude was reflected in the lack of service.",food,37,41,positive
2016_2475,"While this diner had reasonably good food, the restaurant staff seemed completely indifferent to our presence, and this attitude was reflected in the lack of service.",restaurant staff,47,63,negative
2016_2476,"As part of a small party of four, our food was dropped off without comment;",[ASPECT],0,0,negative
2016_2477,any further needs we may have had could not have been met since no one stopped by the table.,[ASPECT],0,0,negative
2016_2478,"When we finally were able to flag someone down, it was someone entirely different from the person who had dropped off the food, who was also not the same person who had taken our order.",[ASPECT],0,0,negative
2016_2479,"After one member of our party had been bumped repeatedly by a waitress, a polite request that he not be bumped sent the waitress into an abusive rant.",waitress,62,70,negative
2016_2480,"A brief conversation with the manager at the end of the meal was the greatest disappointment--to say we had been ""blown off"" would be an understatement.",manager,30,37,negative
2016_2481,"The manager continually interrupted with ""Is there anything else I can do for you?"", a strange comment because she had hardly listened, let alone responded to our expression of disappointment at our experience.",manager,4,11,negative
2016_2482,"She promised to speak to the waitress who had flown off in a rage, but we could hardly take her promise seriously, seeing as she hadn't bothered to get the waitresses name.",[ASPECT],0,0,negative
2016_2483,"In short, Schooner or Later couldn't have cared less about our being at their establishment.",[ASPECT],0,0,negative
2016_2486,you are with a hot date and he/she has an urge for sushi...then this might be the place.,sushi,51,56,positive
2016_2487,"the fish was fresh, though it was cut very thin.",fish,4,8,positive
2016_2487,"the fish was fresh, though it was cut very thin.",fish,4,8,negative
2016_2488,great service.,service,6,13,positive
2016_2489,good sake selection.,sake selection,5,19,positive
2016_2490,Dungeness crabs here!,Dungeness crabs,0,15,positive
2016_2491,– Ray's is THE place to go for high quality seafood dinners.,seafood dinners,44,59,positive
2016_2492,And they give good quantity for the price.,[ASPECT],0,0,positive
2016_2492,And they give good quantity for the price.,[ASPECT],0,0,neutral
2016_2493,We were only in Seattle for one night and I'm so glad we picked Rays for dinner!,Rays,64,68,positive
2016_2494,I love Dungeness crabs and at Ray's you can get them served in about 6 different ways!,Dungeness crabs,7,22,positive
2016_2495,We shared the family platter and I especially enjoyed the black cod in sake kasu.,black cod in sake kasu,58,80,positive
2016_2496,I ended the meal with the unusual dessert of a port and chocolate tasting....yummy!,dessert of a port and chocolate tasting,34,73,positive
2016_2497,And the service was simply spendid - quite a delight.,service,8,15,positive
2016_2498,Great Breakfast,Breakfast,6,15,positive
2016_2499,"– Great drinks , corn beef hash, coffee, B Fast burritos, Gluten Free menu.",drinks,8,14,positive
2016_2499,"– Great drinks , corn beef hash, coffee, B Fast burritos, Gluten Free menu.",corn beef hash,17,31,positive
2016_2499,"– Great drinks , corn beef hash, coffee, B Fast burritos, Gluten Free menu.",coffee,33,39,positive
2016_2499,"– Great drinks , corn beef hash, coffee, B Fast burritos, Gluten Free menu.",B Fast burritos,41,56,positive
2016_2499,"– Great drinks , corn beef hash, coffee, B Fast burritos, Gluten Free menu.",menu,70,74,positive
2016_2500,The service is fantastic at this fun place.,service,4,11,positive
2016_2500,The service is fantastic at this fun place.,place,37,42,positive
2016_2501,"If there is a line very day of the week for the entire time a place is open, you know it is great.",place,62,67,positive
2016_2502,This is the case at this gem.,[ASPECT],0,0,positive
2016_2503,Best Neighborhood Standby.,Standby,18,25,positive
2016_2504,You Can't Go Wrong Here.,[ASPECT],0,0,positive
2016_2506,In Grammercy/Union Square/East Village this is my neighbors and my favorite spot.,spot,76,80,positive
2016_2507,"The music is great, no night better or worse, the bar tenders are generous with the pouring, and the lighthearted atmosphere will lifts you spirits.",music,4,9,positive
2016_2507,"The music is great, no night better or worse, the bar tenders are generous with the pouring, and the lighthearted atmosphere will lifts you spirits.",bar tenders,50,61,positive
2016_2507,"The music is great, no night better or worse, the bar tenders are generous with the pouring, and the lighthearted atmosphere will lifts you spirits.",atmosphere,114,124,positive
2016_2508,"Seriously, you can't go wrong, if it is unpretentious local fun you seek.",[ASPECT],0,0,positive
2016_2509,"Oh, and the cheese fries are awesome!",cheese fries,12,24,positive
2016_2510,"Good Food, Great Service, Average Prices (For the Strip)",Food,5,9,positive
2016_2510,"Good Food, Great Service, Average Prices (For the Strip)",Service,17,24,positive
2016_2510,"Good Food, Great Service, Average Prices (For the Strip)",[ASPECT],0,0,neutral
2016_2511,– I decided to eat at Stack because of their price fixed pre-show dinner.,price fixed pre-show dinner,45,72,neutral
2016_2512,"When I walked in, I was taken aback by their incredible wood decor.",wood decor,56,66,positive
2016_2513,"The music playing was very hip, 20-30 something pop music, but the subwoofer to the sound system was located under my seat, which became annoying midway through dinner.",music,4,9,positive
2016_2513,"The music playing was very hip, 20-30 something pop music, but the subwoofer to the sound system was located under my seat, which became annoying midway through dinner.",subwoofer to the sound system,67,96,negative
2016_2515,I got the shellfish and shrimp appetizer and it was alright.,shellfish and shrimp appetizer,10,40,neutral
2016_2516,"It wasn't the freshest seafood ever, but the taste and presentation was OK.",seafood,23,30,neutral
2016_2516,"It wasn't the freshest seafood ever, but the taste and presentation was OK.",seafood,23,30,neutral
2016_2518,"I picked the asparagus, which turned out to be incredible and perfectly prepared.",asparagus,13,22,positive
2016_2520,"The 9 oz steak came next and it tasted great, at least initially.",9 oz steak,4,14,positive
2016_2521,The steak was done to my exact liking (medium rare) and was nice and juicy.,steak,4,9,positive
2016_2522,"It?s served with either a peppercorn sauce or red wine reduction, though both were indistinguishable in taste.",peppercorn sauce,26,42,neutral
2016_2522,"It?s served with either a peppercorn sauce or red wine reduction, though both were indistinguishable in taste.",red wine reduction,46,64,neutral
2016_2523,"Though, one thing I realized later on was that the restaurant either used MSG or a meat tenderizer on the steak.",steak,106,111,negative
2016_2524,My mouth felt very dry afterwards and I had that signature ?MSG? taste lingering in my throat after I left the restaurant.,[ASPECT],0,0,negative
2016_2526,They came in their own nifty take out box and with some homemade frosting; very light and not-too-sweet.,[ASPECT],0,0,positive
2016_2527,The desert was the perfect ending to an almost perfect dinner.,desert,4,10,positive
2016_2527,The desert was the perfect ending to an almost perfect dinner.,dinner,55,61,positive
2016_2528,"The dinner only took us about an hour and the prices were alright for the strip, almost $50/pp after tax and tip (about average).",[ASPECT],0,0,neutral
2016_2528,"The dinner only took us about an hour and the prices were alright for the strip, almost $50/pp after tax and tip (about average).",[ASPECT],0,0,positive
2016_2529,But the servers were extremely attentive and very friendly.,servers,8,15,positive
2016_2530,"Overall, I would go back and eat at the restaurant again.",restaurant,40,50,positive
2016_2531,Just remember to dress a little urban-chic so you don?t look too far out of place.,[ASPECT],0,0,neutral
2016_2532,"good sake, good food – i honestly don't know much about japanese food at all.",sake,5,9,positive
2016_2532,"good sake, good food – i honestly don't know much about japanese food at all.",food,16,20,positive
2016_2534,Server made several sake suggestions which were very good.,sake,20,24,positive
2016_2534,Server made several sake suggestions which were very good.,Server,0,6,positive
2016_2535,had many dishes but the BEST was the lobster 3 ways.,lobster 3 ways,37,51,positive
2016_2536,VERY GOOD!,[ASPECT],0,0,positive
2016_2537,Overpriced,[ASPECT],0,0,negative
2016_2539,Waited 35 minutes for a table for 8 which was ok for such a big crowd.,[ASPECT],0,0,neutral
2016_2540,The waiter was a bit unfriendly and the feel of the restaurant was crowded.,waiter,4,10,negative
2016_2540,The waiter was a bit unfriendly and the feel of the restaurant was crowded.,feel,40,44,negative
2016_2541,"Also, there was only one bathroom stall- probably need more for such big crowds.",bathroom stall,25,39,negative
2016_2542,"Most importantly, we were so excited about the food after seeing the very creative menu.",menu,83,87,positive
2016_2543,"At best, the food was good and definately overpriced.",food,13,17,neutral
2016_2543,"At best, the food was good and definately overpriced.",food,13,17,negative
2016_2544,For the amount of food we got the prices should have been lower.,food,18,22,negative
2016_2544,For the amount of food we got the prices should have been lower.,food,18,22,negative
2016_2545,Not sure if I would go back.,[ASPECT],0,0,negative
2016_2546,My favortie pizza joint in Seattle,pizza joint,12,23,positive
2016_2547,"– This is my ""must bring out of town guests to"" restaurant and they always enjoy and rave about it.",restaurant,48,58,positive
2016_2548,"In fact, many want to return a second time during their visit.",[ASPECT],0,0,positive
2016_2549,The pizza is delicious and the salads are fantastic.,pizza,4,9,positive
2016_2549,The pizza is delicious and the salads are fantastic.,salads,31,37,positive
2016_2550,"I've always found the wait staff and, if you sit at the bar, the cooks very friendly.",wait staff,22,32,positive
2016_2550,"I've always found the wait staff and, if you sit at the bar, the cooks very friendly.",cooks,65,70,positive
2016_2551,"They aren't the most talkative, but everytime I've been there they have been very busy, which probably accounts for the lack of conversation.",[ASPECT],0,0,neutral
2016_2552,I also really enjoy the simplicity of the decor and intimate feeling of a small restaurant.,decor,42,47,positive
2016_2552,I also really enjoy the simplicity of the decor and intimate feeling of a small restaurant.,feeling,61,68,positive
2016_2553,It's just the right size for the menu.,[ASPECT],0,0,positive
2016_2554,Excellent,[ASPECT],0,0,positive
2016_2555,– My husband and I love eating at Mioposto Café.,Mioposto Café,34,47,positive
