sentence_id,sentence,aspect,from,to,polarity
2015_1609,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,music,17,22,negative
2015_1610,Would NEVER go back there.,[ASPECT],0,0,negative
2015_1611,Awsome Pizza especially the Margheritta slice.,Pizza,7,12,positive
2015_1611,Awsome Pizza especially the Margheritta slice.,Margheritta slice,28,45,positive
2015_1612,Always busy but fast moving.,[ASPECT],0,0,positive
2015_1613,Great atmoshere and worth every bit.,atmoshere,6,15,positive
2015_1613,Great atmoshere and worth every bit.,[ASPECT],0,0,positive
2015_1614,Open late (well as late as I ever got there and I'm a night person),[ASPECT],0,0,positive
2015_1615,Winnie and her staff are the best crew you can find serving you.,staff,15,20,positive
2015_1615,Winnie and her staff are the best crew you can find serving you.,Winnie,0,6,positive
2015_1616,The food is reliable and the price is moderate.,food,4,8,positive
2015_1616,The food is reliable and the price is moderate.,[ASPECT],0,0,neutral
2015_1617,What more can you ask for?,[ASPECT],0,0,positive
2015_1618,"For authentic Thai food, look no further than Toons.",Thai food,14,23,positive
2015_1619,"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",Pad Thai,8,16,positive
2015_1619,"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",appetizer menu,44,58,positive
2015_1620,Everything about this restaurant was special.,restaurant,22,32,positive
2015_1621,"The service was attentive, yet discreet.",service,4,11,positive
2015_1622,The flavors robust and subtle.,[ASPECT],0,0,positive
2015_1623,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,brioche and lollies,4,23,positive
2015_1624,I'm saving up for my next visit.,[ASPECT],0,0,positive
2015_1625,The place was quiet and delightful.,place,4,9,positive
2015_1626,Service was good and food is wonderful.,Service,0,7,positive
2015_1626,Service was good and food is wonderful.,food,21,25,positive
2015_1627,I did not try the caviar but I tried their salmon and crab salad (they are all good),salmon,43,49,positive
2015_1627,I did not try the caviar but I tried their salmon and crab salad (they are all good),crab salad,54,64,positive
2015_1628,It is definitely a good spot for snacks and chat.,spot,24,28,positive
2015_1629,"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.",Lucky Strike,85,97,positive
2015_1630,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",wait staff,4,14,positive
2015_1631,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",food,4,8,positive
2015_1631,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",mussels in spicy tomato sauce,57,86,positive
2015_1631,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",fries,115,120,positive
2015_1632,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",late night atmosphere,34,55,positive
2015_1633,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",martini,32,39,positive
2015_1633,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",martini,32,39,positive
2015_1633,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",martini,32,39,positive
2015_1633,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",Vanilla Shanty,106,120,positive
2015_1633,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",setting,146,153,positive
2015_1633,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",music,165,170,positive
2015_1634,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",in-house lady DJ,4,20,positive
2015_1635,You can't go wrong with this place.,place,29,34,positive
2015_1636,Suan is a great place that I often take my friends (classmates) too.,Suan,0,4,positive
2015_1637,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",location,4,12,positive
2015_1637,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",Suan,126,130,positive
2015_1638,I LOVE their Thai,Thai,13,17,positive
2015_1639,noodles with shrimp and chicken and coconut juice is the MUST!,noodles with shrimp and chicken and coconut juice,0,49,positive
2015_1640,I will go back to Suan soon!,Suan,18,22,positive
2015_1641,In summer-eat outside on a terrace (another great feature of Suan)!!!,terrace,27,34,positive
2015_1642,I cannot imagine a friendlier staff working in a restaurant.,staff,30,35,positive
2015_1643,I cannot imagine better Indian food in all of the city.,Indian food,24,35,positive
2015_1644,I cannot imagine you not rushing out to eat there.,[ASPECT],0,0,positive
2015_1645,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",chef,44,48,negative
2015_1645,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",staff,53,58,negative
2015_1646,I wish they would change back to what it was before.,[ASPECT],0,0,negative
2015_1647,The food now is inconsistent.,food,4,8,negative
2015_1648,This is the kind of place you'd like to take all your friends to and still keep a secret.,place,20,25,positive
2015_1649,The setting is casual and romantic.,setting,4,11,positive
2015_1650,Prices are very good.,[ASPECT],0,0,positive
2015_1651,The food is excellent!,food,4,8,positive
2015_1652,"if you're daring, try the balsamic vinegar over icecream, it's wonderful!",balsamic vinegar over icecream,26,56,positive
2015_1653,"Do not get the Go Go Hamburgers, no matter what the reviews say.",Go Go Hamburgers,15,31,negative
2015_1654,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,[ASPECT],0,0,negative
2015_1654,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,[ASPECT],0,0,negative
2015_1654,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,[ASPECT],0,0,negative
2015_1655,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",dim sum,16,23,negative
2015_1655,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",dim sum,16,23,positive
2015_1656,Steamed fresh so brought hot hot hot to your table.,[ASPECT],0,0,positive
2015_1657,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",wait,4,8,negative
2015_1657,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",atmosphere,106,116,negative
2015_1657,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",[ASPECT],0,0,negative
2015_1658,"A few tips: skip the turnip cake, roast pork buns and egg custards.",turnip cake,21,32,negative
2015_1658,"A few tips: skip the turnip cake, roast pork buns and egg custards.",roast pork buns,34,49,negative
2015_1658,"A few tips: skip the turnip cake, roast pork buns and egg custards.",egg custards,54,66,negative
2015_1659,These are overpriced and you can get better just around the corner:,[ASPECT],0,0,negative
2015_1659,These are overpriced and you can get better just around the corner:,[ASPECT],0,0,negative
2015_1660,I was pleasantly suprised.,[ASPECT],0,0,positive
2015_1661,The food was exceptional.,food,4,8,positive
2015_1662,"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",braised lamb shank in red wine,44,74,positive
2015_1663,The service was friendly and the atmosphere was casual.,service,4,11,positive
2015_1663,The service was friendly and the atmosphere was casual.,atmosphere,33,43,neutral
2015_1664,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,meal,111,115,positive
2015_1664,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,restaurant,4,14,negative
2015_1665,this little place has a cute interior decor and affordable city prices.,interior decor,29,43,positive
2015_1665,this little place has a cute interior decor and affordable city prices.,place,12,17,positive
2015_1666,"the pad se ew chicken was delicious, however the pad thai was far too oily.",pad se ew chicken,4,21,positive
2015_1666,"the pad se ew chicken was delicious, however the pad thai was far too oily.",pad thai,49,57,negative
2015_1667,"Have eaten at Ginger House several times, and it's always good.",Ginger House,14,26,positive
2015_1668,The fried dumplings are GREAT!,fried dumplings,4,19,positive
